split,model_family,target,mse,rmse,mae,r2,oos_r2,information_coefficient,directional_hit_rate,n_predictions,first_prediction_date,last_prediction_date,newey_west_tstat
6,realized_vol_only_ridge,next_5d_return,0.00032670933859043884,0.0180751027269678,0.013540631280223578,0.08597006424021736,0.11188872673911088,0.1990207843325493,0.632,250.0,2025-04-04,2026-04-02,-0.3485983781551415
6,realized_vol_only_elastic_net,next_5d_return,0.0003678698249047736,0.019179932870184234,0.014234676511597887,-0.029184026010308006,0.0,,0.632,250.0,2025-04-04,2026-04-02,-0.3485983781551415
7,realized_vol_only_baseline_mean,next_5d_return,0.0004290164357750255,0.020712711936755782,0.016669312637948023,-0.2155326444202239,0.0,,0.8085106382978723,47.0,2026-04-06,2026-06-10,
7,realized_vol_only_linear,next_5d_return,0.0004326588726623645,0.02080045366482098,0.016845471024870544,-0.22585276405340893,-0.008490203599680113,0.17402867715078632,0.8085106382978723,47.0,2026-04-06,2026-06-10,-0.390908837150202
7,realized_vol_only_ridge,next_5d_return,0.00042596815535717893,0.02063899598713995,0.016639947805413648,-0.20689594883408446,0.007105276543402761,0.40448658649398705,0.8085106382978723,47.0,2026-04-06,2026-06-10,-0.390908837150202
7,realized_vol_only_elastic_net,next_5d_return,0.0004290164357750255,0.020712711936755782,0.016669312637948023,-0.2155326444202239,0.0,,0.8085106382978723,47.0,2026-04-06,2026-06-10,-0.390908837150202
0,vrp_only_baseline_mean,next_5d_return,0.0016806308367307698,0.04099549776171488,0.027883168856491183,-0.0021790336066660476,0.0,,0.6245059288537549,253.0,2020-02-03,2021-02-02,
0,vrp_only_linear,next_5d_return,0.005954746721351405,0.07716700539318216,0.045809846816012634,-2.550882314039332,-2.5431616457394157,0.1037708725144535,0.5968379446640316,253.0,2020-02-03,2021-02-02,2.5352162614928466
0,vrp_only_ridge,next_5d_return,0.001884955474351995,0.04341607391683402,0.027372967391969004,-0.1240201086351349,-0.12157615649769093,0.1866555218147139,0.6245059288537549,253.0,2020-02-03,2021-02-02,2.5352162614928466
0,vrp_only_elastic_net,next_5d_return,0.0016735535912277685,0.040909089347329265,0.027129757570052638,0.0020412073313091916,0.004211064886068705,0.17397425784525855,0.6245059288537549,253.0,2020-02-03,2021-02-02,2.5352162614928466
1,vrp_only_baseline_mean,next_5d_return,0.0003208366969421132,0.01791191494347026,0.013519612055280107,-0.001217478025065999,0.0,,0.6284584980237155,253.0,2021-02-03,2022-02-02,
1,vrp_only_linear,next_5d_return,0.0003279664184330007,0.018109843136620504,0.013784108727405904,-0.02346680872246898,-0.02222227556523526,-0.16346178071614567,0.5810276679841897,253.0,2021-02-03,2022-02-02,0.8917138218568922
1,vrp_only_ridge,next_5d_return,0.00032452759313967026,0.01801464940374001,0.013553863423093589,-0.012735455294471398,-0.01150397143698001,-0.0742214535436035,0.6324110671936759,253.0,2021-02-03,2022-02-02,0.8917138218568922
1,vrp_only_elastic_net,next_5d_return,0.0003204367604078829,0.01790074748181994,0.013578111212529028,3.058197551553121e-05,0.0012465423626477623,0.01954795176294663,0.6284584980237155,253.0,2021-02-03,2022-02-02,0.8917138218568922
2,vrp_only_baseline_mean,next_5d_return,0.0010195223948449056,0.031929960771114416,0.025492469393251546,-0.01477189141401758,0.0,,0.50199203187251,251.0,2022-02-03,2023-02-02,
2,vrp_only_linear,next_5d_return,0.0009979831207158462,0.03159087084453112,0.025325268371963815,0.006667019646838357,0.02112682785387565,0.19938607474862455,0.545816733067729,251.0,2022-02-03,2023-02-02,1.0180379918499136
2,vrp_only_ridge,next_5d_return,0.0010220182119140791,0.031969019564479596,0.0254743348333508,-0.01725607912849525,-0.0024480257440084863,0.26900398406374504,0.5099601593625498,251.0,2022-02-03,2023-02-02,1.0180379918499136
2,vrp_only_elastic_net,next_5d_return,0.0010296132606970275,0.032087587330571106,0.02555066650256377,-0.0248157384923553,-0.009897640211872893,0.16385657370517925,0.50199203187251,251.0,2022-02-03,2023-02-02,1.0180379918499136
3,vrp_only_baseline_mean,next_5d_return,0.0003187708640397857,0.017854155371783503,0.014035745666634203,-0.010926726153132504,0.0,,0.6334661354581673,251.0,2023-02-03,2024-02-02,
3,vrp_only_linear,next_5d_return,0.00032457761589546244,0.01801603774128658,0.014116622991574375,-0.029341836520026643,-0.018216068376161187,-0.03334319863403529,0.6175298804780877,251.0,2023-02-03,2024-02-02,0.9893008919452718
3,vrp_only_ridge,next_5d_return,0.000327017869832162,0.018083635415263217,0.01410873874004615,-0.03708068031505474,-0.025871265923936626,-0.05616846898121799,0.601593625498008,251.0,2023-02-03,2024-02-02,0.9893008919452718
3,vrp_only_elastic_net,next_5d_return,0.0003203088309784703,0.017897173826570224,0.014107286393294666,-0.015804122608230387,-0.004824678514196323,0.0057681654335040786,0.6334661354581673,251.0,2023-02-03,2024-02-02,0.9893008919452718
4,vrp_only_baseline_mean,next_5d_return,0.0003151116897175691,0.017751385571767888,0.013576109432893757,-0.009138483064013325,0.0,,0.6305220883534136,249.0,2024-02-05,2025-01-31,
4,vrp_only_linear,next_5d_return,0.0003238066552678419,0.017994628511526486,0.013758996263501718,-0.03698392527391836,-0.027593281474470155,0.07493509521958804,0.5662650602409639,249.0,2024-02-05,2025-01-31,0.9598276715024452
4,vrp_only_ridge,next_5d_return,0.0003223031640274445,0.017952803792930076,0.013800640621064864,-0.03216902655976872,-0.02282198517078493,0.1200715118538671,0.5622489959839357,249.0,2024-02-05,2025-01-31,0.9598276715024452
4,vrp_only_elastic_net,next_5d_return,0.00031272308096422317,0.01768397808651162,0.01356759888736115,-0.0014890143434291847,0.0075801972166974485,0.14110454722114266,0.6305220883534136,249.0,2024-02-05,2025-01-31,0.9598276715024452
5,vrp_only_baseline_mean,next_5d_return,0.0005322861755446022,0.023071327996987998,0.015992082820120306,-0.00028277641697282974,0.0,,0.6334661354581673,251.0,2025-02-03,2026-02-02,
5,vrp_only_linear,next_5d_return,0.0004918069928027803,0.022176721867823032,0.015598199456708367,0.07578650954306942,0.07604778144088764,0.3334600645038892,0.6254980079681275,251.0,2025-02-03,2026-02-02,1.050732194073778
5,vrp_only_ridge,next_5d_return,0.0004766856334631085,0.021833131554202398,0.015185382341781316,0.1042028690098733,0.10445610770297886,0.37912957693037375,0.649402390438247,251.0,2025-02-03,2026-02-02,1.050732194073778
5,vrp_only_elastic_net,next_5d_return,0.0005212485925071525,0.02283086928934491,0.015863919471281508,0.02045926933376807,0.020736182047479845,0.2471052931132612,0.6334661354581673,251.0,2025-02-03,2026-02-02,1.050732194073778
6,vrp_only_baseline_mean,next_5d_return,0.00040602430736935957,0.020150044847825017,0.01647533862653134,-0.010810992011068166,0.0,,0.5955056179775281,89.0,2026-02-03,2026-06-10,
6,vrp_only_linear,next_5d_return,0.0004295954748317854,0.020726685090283622,0.01728810048310491,-0.06949219590233957,-0.05805358702572261,-0.2979570990806947,0.6067415730337079,89.0,2026-02-03,2026-06-10,1.2953248194901392
6,vrp_only_ridge,next_5d_return,0.00042400910062485793,0.020591481263494815,0.017139203412858517,-0.05558473186296964,-0.04429486838367436,-0.2746680286006129,0.6067415730337079,89.0,2026-02-03,2026-06-10,1.2953248194901392
